point_id,city,n_headings,sidewalk_frac_mean,crosswalk_frac_mean,vegetation_frac_mean,sky_frac_mean,building_frac_mean,sidewalk_frac_max,crosswalk_frac_max,vegetation_frac_max,building_frac_max,sidewalk_width_px,street_mask_coverage_mean,naip_vegetation_frac,naip_building_frac,naip_road_frac,naip_water_frac,naip_mask_coverage,naip_n_masks,naip_missing,naip_unclassified,stops_400m,trips_per_hr_400m,stops_800m,trips_per_hr_800m,lat,lon,ca_sidewalk,ca_crosswalk,ca_tree_canopy,ca_transit_stop,agree_sidewalk,agree_crosswalk,agree_tree_canopy,agree_transit_stop,agreement_score,agreement_tier,NatWalkInd,D2A_Ranked,D2B_Ranked,D3B_Ranked,D4A_Ranked,D1A,D1B,D2B_E8MIX,D3A,D3B,D3APO,D4A,D4C,D4D,LPA_CrudePrev,OBESITY_CrudePrev,overture_sidewalk_present,overture_intersection_count_200m,overture_building_footprint_frac_100m,overture_crosswalk_present
1040,seattle,4.0,0.157599,0.0,0.042691,0.232361,0.065573,0.313627,0.0,0.101248,0.113296,457.5,0.516386,0.0,0.0,0.0,0.096709,0.096836,2.0,0.0,0.0,4,19.375,20,46.25,47.6777423,-122.3896476,2.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,high_confidence,14.166666666666668,6.0,9.0,18.0,17.0,10.414012583945674,23.8760288509974,0.6216616349414568,27.840410707065008,153.55165221336483,27.840410707065008,359.42,20.67,280.009938355,,,1.0,20.0,0.2422,0
1041,seattle,4.0,0.058912,0.007677,0.039167,0.360598,0.02669,0.155294,0.020929,0.063047,0.049532,201.0,0.516658,0.0,0.043124,0.0,0.0,0.207748,2.0,0.0,0.0,7,1.75,22,28.5,47.6779622,-122.3955857,2.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.6667,partial,16.666666666666664,7.0,17.0,19.0,19.0,8.008537281288588,15.552811531777838,0.8068935158557415,30.753152099471208,217.1873052650133,30.753152099471208,199.83,6.0,48.8537089147,,,1.0,23.0,0.2677,0
1042,seattle,4.0,0.132135,0.0,0.034931,0.331719,0.013084,0.294641,0.0,0.122078,0.021269,379.33,0.539512,0.0,0.0,0.0,0.0,0.082497,1.0,0.0,1.0,0,0.0,23,42.438,47.6780028,-122.3928553,2.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,high_confidence,14.166666666666668,6.0,9.0,18.0,17.0,10.414012583945674,23.8760288509974,0.6216616349414568,27.840410707065008,153.55165221336483,27.840410707065008,359.42,20.67,280.009938355,,,1.0,21.0,0.2176,0
1043,seattle,4.0,0.089167,0.0,0.076242,0.267896,0.025781,0.204859,0.0,0.279764,0.032988,317.75,0.480731,0.0,0.933555,0.0,0.0,0.933609,2.0,0.0,0.0,8,2.0,18,4.5,47.679358,-122.3996667,2.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,high_confidence,16.666666666666664,7.0,17.0,19.0,19.0,8.008537281288588,15.552811531777838,0.8068935158557415,30.753152099471208,217.1873052650133,30.753152099471208,199.83,6.0,48.8537089147,,,1.0,35.0,0.2813,0
1044,seattle,4.0,0.112833,0.0,0.069435,0.350923,0.015773,0.288977,0.0,0.136681,0.046221,344.5,0.572432,0.0,0.0,0.0,0.905284,0.90642,3.0,0.0,0.0,2,9.688,25,52.188,47.6794001,-122.3918072,1.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,high_confidence,14.166666666666668,6.0,9.0,18.0,17.0,10.414012583945674,23.8760288509974,0.6216616349414568,27.840410707065008,153.55165221336483,27.840410707065008,359.42,20.67,280.009938355,,,1.0,24.0,0.226,0
1045,seattle,4.0,0.019672,0.007403,0.003492,0.368738,0.070377,0.07869,0.029613,0.013969,0.101131,232.0,0.486905,0.0,0.0,0.0,0.927711,0.928117,2.0,0.0,0.0,4,19.375,12,53.5,47.679428,-122.3877051,2.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,0.6667,partial,14.166666666666668,6.0,9.0,18.0,17.0,10.414012583945674,23.8760288509974,0.6216616349414568,27.840410707065008,153.55165221336483,27.840410707065008,359.42,20.67,280.009938355,,,1.0,15.0,0.2914,0
1046,seattle,4.0,0.023084,0.0,0.007898,0.482742,0.032955,0.057051,0.0,0.017354,0.08063,252.67,0.546936,0.0,0.0,0.0,0.0,0.318995,1.0,0.0,1.0,10,52.75,21,124.125,47.6654337,-122.3791532,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,high_confidence,19.666666666666668,20.0,20.0,20.0,19.0,13.87956191615381,21.460896845526783,0.8866873664422381,35.185054942383,356.73393246347086,35.185054942383,213.24,72.67,341.004641711,,,1.0,63.0,0.2282,0
1047,seattle,4.0,0.0814,0.003366,0.001928,0.414975,0.086212,0.28795,0.006733,0.007714,0.208379,270.0,0.598147,0.013879,0.0,0.0,0.0,0.013879,1.0,0.0,0.0,7,35.188,20,116.625,47.6654431,-122.3809053,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.6667,partial,19.666666666666668,20.0,20.0,20.0,19.0,13.87956191615381,21.460896845526783,0.8866873664422381,35.185054942383,356.73393246347086,35.185054942383,213.24,72.67,341.004641711,,,1.0,64.0,0.3918,0
1048,seattle,4.0,0.210064,0.0,0.059243,0.194179,0.110356,0.631387,0.0,0.11257,0.157385,552.0,0.589704,0.017829,0.0,0.2891,0.0,0.293816,2.0,0.0,0.0,6,30.312,18,106.938,47.6654432,-122.3822572,2.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.6667,partial,19.666666666666668,20.0,20.0,20.0,19.0,13.87956191615381,21.460896845526783,0.8866873664422381,35.185054942383,356.73393246347086,35.185054942383,213.24,72.67,341.004641711,,,1.0,45.0,0.4909,0
1049,seattle,4.0,0.021186,0.0,0.002768,0.432285,0.068334,0.042372,0.0,0.011073,0.074894,205.0,0.52494,0.017928,0.0,0.0,0.0,0.282138,2.0,0.0,0.0,7,40.812,19,112.75,47.6654675,-122.3833382,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,high_confidence,19.666666666666668,20.0,20.0,20.0,19.0,13.87956191615381,21.460896845526783,0.8866873664422381,35.185054942383,356.73393246347086,35.185054942383,213.24,72.67,341.004641711,,,1.0,31.0,0.4238,0
105,seattle,4.0,0.0,0.0,0.0,0.203586,0.019836,0.0,0.0,0.0,0.042689,0.0,0.223655,0.0,0.0,0.035639,0.0,0.706355,2.0,0.0,0.0,1,3.812,11,39.875,47.7196972,-122.3608836,2.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.3333,disagreement,14.666666666666668,11.0,5.0,17.0,19.0,8.622615395659738,22.539115592375683,0.4722567125141708,25.760135700380825,143.02403224377073,23.368359649542512,166.3,26.0,166.493164913,12.5,22.0,1.0,12.0,0.1857,0
1050,seattle,4.0,0.016153,0.205836,0.014662,0.081622,0.058186,0.040877,0.439394,0.029549,0.106211,120.33,0.378547,0.898114,0.0,0.0,0.0,0.898114,1.0,0.0,0.0,6,20.5,29,139.25,47.665619,-122.3663487,2.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,high_confidence,18.666666666666668,20.0,18.0,20.0,17.0,5.116071918022677,9.83222210365464,0.8083693639471643,34.48962473903972,260.1512320803814,32.87429010319124,335.28,90.0,280.920630711,,,1.0,30.0,0.2378,0
1051,seattle,4.0,0.104823,0.0,0.083169,0.11935,0.0673,0.164771,0.0,0.154375,0.104692,270.33,0.374955,0.0,0.0,0.0,0.0,0.940995,1.0,0.0,1.0,9,38.812,29,136.812,47.6656219,-122.36851,2.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,high_confidence,18.666666666666668,20.0,18.0,20.0,17.0,5.116071918022677,9.83222210365464,0.8083693639471643,34.48962473903972,260.1512320803814,32.87429010319124,335.28,90.0,280.920630711,,,1.0,21.0,0.2658,0
1052,seattle,4.0,0.148176,0.0,0.092202,0.128107,0.098612,0.513527,0.0,0.3287,0.170366,336.88,0.468224,0.917584,0.0,0.922535,0.0,0.924781,2.0,0.0,0.0,7,26.0,29,135.5,47.6656551,-122.3660557,2.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,high_confidence,16.166666666666664,7.0,16.0,19.0,18.0,7.736923152728417,19.35642635472748,0.8264939607011442,28.045108982139144,207.7689312349356,28.045108982139144,273.59,39.33,355.207653357,8.7,21.5,1.0,27.0,0.2278,0
1053,seattle,4.0,0.080356,0.001583,0.012829,0.402286,0.100704,0.321423,0.003744,0.030855,0.155844,700.5,0.614476,0.031256,0.0,0.0,0.0,0.61806,3.0,0.0,0.0,7,35.188,19,111.812,47.6657406,-122.3812534,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,high_confidence,19.666666666666668,20.0,20.0,20.0,19.0,13.87956191615381,21.460896845526783,0.8866873664422381,35.185054942383,356.73393246347086,35.185054942383,213.24,72.67,341.004641711,,,1.0,57.0,0.3359,0
1054,seattle,4.0,0.013034,0.150076,0.094999,0.04665,0.104366,0.052136,0.301672,0.3287,0.194305,154.0,0.409995,0.0,0.964884,0.052873,0.0,0.96492,3.0,0.0,0.0,6,20.5,29,134.375,47.6657801,-122.3663389,2.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.6667,partial,18.666666666666668,20.0,18.0,20.0,17.0,5.116071918022677,9.83222210365464,0.8083693639471643,34.48962473903972,260.1512320803814,32.87429010319124,335.28,90.0,280.920630711,,,1.0,26.0,0.2309,0
1055,seattle,4.0,0.128893,0.003092,0.002345,0.254459,0.094086,0.257786,0.012369,0.00469,0.099554,542.0,0.501575,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8,51.5,20,118.5,47.6662968,-122.383238,2.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.3333,disagreement,19.666666666666668,20.0,20.0,20.0,19.0,13.87956191615381,21.460896845526783,0.8866873664422381,35.185054942383,356.73393246347086,35.185054942383,213.24,72.67,341.004641711,,,1.0,47.0,0.5195,1
1056,seattle,4.0,0.004429,0.0,0.022586,0.270641,0.116096,0.017715,0.0,0.032632,0.183604,234.0,0.414323,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10,55.438,25,140.625,47.6663611,-122.3765261,2.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.3333,disagreement,18.666666666666668,20.0,18.0,20.0,17.0,5.116071918022677,9.83222210365464,0.8083693639471643,34.48962473903972,260.1512320803814,32.87429010319124,335.28,90.0,280.920630711,,,1.0,57.0,0.247,0
1057,seattle,4.0,0.061951,0.0,0.049248,0.187674,0.13712,0.181847,0.0,0.132957,0.275921,197.5,0.458933,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8,51.5,21,123.25,47.666398,-122.383343,2.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.6667,partial,19.666666666666668,20.0,20.0,20.0,19.0,13.87956191615381,21.460896845526783,0.8866873664422381,35.185054942383,356.73393246347086,35.185054942383,213.24,72.67,341.004641711,,,1.0,44.0,0.4759,1
1058,seattle,4.0,0.080755,0.000173,0.019974,0.14704,0.246547,0.14897,0.000692,0.079054,0.342062,188.5,0.496173,0.0,0.0,0.0,0.0,0.13858,1.0,0.0,1.0,8,51.5,21,123.25,47.6665122,-122.3831796,2.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.6667,partial,19.666666666666668,20.0,20.0,20.0,19.0,13.87956191615381,21.460896845526783,0.8866873664422381,35.185054942383,356.73393246347086,35.185054942383,213.24,72.67,341.004641711,,,1.0,44.0,0.5005,1
1059,seattle,4.0,0.16325,0.00204,0.006648,0.365101,0.070034,0.439704,0.005315,0.014128,0.15524,699.5,0.605991,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11,58.5,24,140.0,47.6665182,-122.3787851,2.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.6667,partial,18.666666666666668,20.0,18.0,20.0,17.0,5.116071918022677,9.83222210365464,0.8083693639471643,34.48962473903972,260.1512320803814,32.87429010319124,335.28,90.0,280.920630711,,,1.0,52.0,0.3205,0
106,seattle,4.0,0.008248,0.020731,0.017844,0.393412,0.027017,0.016582,0.070099,0.071377,0.069942,153.5,0.46759,0.0,0.049157,0.0,0.0,0.0832,2.0,0.0,0.0,4,25.188,24,109.688,47.719706,-122.3451234,2.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.6667,partial,17.333333333333332,19.0,15.0,19.0,16.0,2.6048812295531687,4.503262581111586,0.7861659348874208,29.024377399075306,176.086950965644,25.9623738804508,473.42,44.0,151.870508125,12.5,22.0,1.0,70.0,0.1529,0
1060,seattle,4.0,0.018278,0.0,0.00383,0.479498,0.037281,0.036555,0.0,0.015322,0.047944,146.0,0.539342,0.0,0.0,0.0,0.0,0.132917,1.0,0.0,1.0,7,46.75,22,128.125,47.6666808,-122.3846476,,,,,,,,,,,19.666666666666668,20.0,20.0,20.0,19.0,13.87956191615381,21.460896845526783,0.8866873664422381,35.185054942383,356.73393246347086,35.185054942383,213.24,72.67,341.004641711,,,1.0,45.0,0.2916,0
1061,seattle,4.0,0.084823,0.0,0.136694,0.175844,0.079736,0.319633,0.0,0.250558,0.09214,490.0,0.477215,0.0,0.795859,0.0,0.0,0.795868,2.0,0.0,0.0,9,52.438,23,135.188,47.6667906,-122.380788,1.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,high_confidence,19.666666666666668,20.0,20.0,20.0,19.0,13.87956191615381,21.460896845526783,0.8866873664422381,35.185054942383,356.73393246347086,35.185054942383,213.24,72.67,341.004641711,,,1.0,68.0,0.3085,0
1062,seattle,4.0,0.072383,0.0,0.00896,0.372151,0.055319,0.137508,0.0,0.019428,0.101244,240.67,0.520027,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9,49.0,25,140.625,47.6670091,-122.3764917,2.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.6667,partial,18.666666666666668,20.0,18.0,20.0,17.0,5.116071918022677,9.83222210365464,0.8083693639471643,34.48962473903972,260.1512320803814,32.87429010319124,335.28,90.0,280.920630711,,,1.0,66.0,0.2002,1
1063,seattle,4.0,0.177757,0.000634,0.059453,0.34624,0.143027,0.31905,0.002535,0.194407,0.397654,595.75,0.740325,0.007016,0.107883,0.0,0.0,0.606949,4.0,0.0,0.0,6,34.312,26,129.688,47.6672412,-122.3738964,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3333,disagreement,18.666666666666668,20.0,18.0,20.0,17.0,5.116071918022677,9.83222210365464,0.8083693639471643,34.48962473903972,260.1512320803814,32.87429010319124,335.28,90.0,280.920630711,,,1.0,59.0,0.4042,0
1064,seattle,4.0,0.129792,0.001169,0.012862,0.283424,0.056521,0.232056,0.004677,0.051447,0.137075,348.62,0.502225,0.0,0.0,0.0,0.0,0.179892,1.0,0.0,1.0,8,51.5,21,117.188,47.6675647,-122.384889,2.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.6667,partial,19.666666666666668,20.0,20.0,20.0,19.0,13.87956191615381,21.460896845526783,0.8866873664422381,35.185054942383,356.73393246347086,35.185054942383,213.24,72.67,341.004641711,,,1.0,44.0,0.4955,1
1065,seattle,4.0,0.234543,0.0,0.012901,0.248434,0.079292,0.520837,0.0,0.051605,0.17333,723.33,0.591001,0.0,0.0,0.159303,0.0,0.169548,2.0,0.0,0.0,8,51.5,20,110.75,47.6675996,-122.3849407,2.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.6667,partial,19.666666666666668,20.0,20.0,20.0,19.0,13.87956191615381,21.460896845526783,0.8866873664422381,35.185054942383,356.73393246347086,35.185054942383,213.24,72.67,341.004641711,,,1.0,47.0,0.4943,1
1066,seattle,4.0,0.004886,0.0,0.03343,0.294077,0.037707,0.01034,0.0,0.115505,0.060933,68.5,0.370868,0.0,0.02278,0.0,0.0,0.407002,2.0,0.0,0.0,10,53.625,24,140.0,47.6676782,-122.3790409,2.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.6667,partial,19.666666666666668,20.0,20.0,20.0,19.0,13.87956191615381,21.460896845526783,0.8866873664422381,35.185054942383,356.73393246347086,35.185054942383,213.24,72.67,341.004641711,,,1.0,72.0,0.3789,0
1067,seattle,4.0,0.013569,0.0,0.006149,0.293966,0.049337,0.049557,0.0,0.018216,0.061734,132.0,0.367288,0.0,0.025647,0.0,0.0,0.616842,2.0,0.0,0.0,10,53.625,24,140.0,47.6677043,-122.3787865,2.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.3333,disagreement,18.666666666666668,20.0,18.0,20.0,17.0,5.116071918022677,9.83222210365464,0.8083693639471643,34.48962473903972,260.1512320803814,32.87429010319124,335.28,90.0,280.920630711,,,1.0,70.0,0.3367,1
1068,seattle,4.0,0.003992,0.0,0.026968,0.308297,0.050502,0.011248,0.0,0.089655,0.089979,72.5,0.387535,0.0,0.027081,0.0,0.0,0.60373,2.0,0.0,0.0,10,53.625,24,140.0,47.6677089,-122.3790184,2.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.6667,partial,19.666666666666668,20.0,20.0,20.0,19.0,13.87956191615381,21.460896845526783,0.8866873664422381,35.185054942383,356.73393246347086,35.185054942383,213.24,72.67,341.004641711,,,1.0,73.0,0.3717,1
1069,seattle,4.0,0.0,0.0,0.0,0.23524,0.204415,0.0,0.0,0.0,0.243486,0.0,0.443423,0.0,0.025945,0.0,0.0,0.21104,2.0,0.0,0.0,6,33.688,23,135.875,47.6677777,-122.3769967,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,high_confidence,18.666666666666668,20.0,18.0,20.0,17.0,5.116071918022677,9.83222210365464,0.8083693639471643,34.48962473903972,260.1512320803814,32.87429010319124,335.28,90.0,280.920630711,,,1.0,76.0,0.2866,0
107,seattle,4.0,0.027043,0.000154,0.037941,0.358204,0.027052,0.039513,0.000614,0.125978,0.055751,212.67,0.459008,0.0,0.043061,0.0,0.0,0.065606,2.0,0.0,0.0,5,27.625,24,109.688,47.719916,-122.3452116,2.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.6667,partial,17.333333333333332,19.0,15.0,19.0,16.0,2.6048812295531687,4.503262581111586,0.7861659348874208,29.024377399075306,176.086950965644,25.9623738804508,473.42,44.0,151.870508125,12.5,22.0,1.0,72.0,0.1049,0
1070,seattle,4.0,0.043741,0.0,0.120526,0.250429,0.060741,0.092949,0.0,0.24907,0.137025,265.17,0.485246,0.0,0.0,0.319878,0.068303,0.39499,3.0,0.0,0.0,8,31.5,32,151.562,47.6678112,-122.3685153,2.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,high_confidence,18.666666666666668,20.0,18.0,20.0,17.0,5.116071918022677,9.83222210365464,0.8083693639471643,34.48962473903972,260.1512320803814,32.87429010319124,335.28,90.0,280.920630711,,,1.0,26.0,0.1831,0
1071,seattle,4.0,0.056878,0.003509,0.086449,0.304168,0.021281,0.083918,0.013147,0.167946,0.028959,206.25,0.481936,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5,28.812,28,150.875,47.6678205,-122.376012,2.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,high_confidence,18.666666666666668,20.0,18.0,20.0,17.0,5.116071918022677,9.83222210365464,0.8083693639471643,34.48962473903972,260.1512320803814,32.87429010319124,335.28,90.0,280.920630711,,,1.0,90.0,0.1922,0
1072,seattle,4.0,0.11548,0.002313,0.001693,0.297927,0.053392,0.223063,0.00704,0.006773,0.125444,267.62,0.50018,0.0,0.0,0.0,0.0,0.145055,1.0,0.0,1.0,8,51.5,20,110.75,47.667833,-122.3848381,2.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.3333,disagreement,19.666666666666668,20.0,20.0,20.0,19.0,13.87956191615381,21.460896845526783,0.8866873664422381,35.185054942383,356.73393246347086,35.185054942383,213.24,72.67,341.004641711,,,1.0,49.0,0.4459,1
1073,seattle,4.0,0.017145,0.0,0.07437,0.293588,0.041868,0.030959,0.0,0.130591,0.061327,172.25,0.426957,0.0,0.0,0.0,0.0,0.820992,1.0,0.0,1.0,11,48.0,26,116.688,47.6678393,-122.3663409,1.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,high_confidence,18.666666666666668,20.0,18.0,20.0,17.0,5.116071918022677,9.83222210365464,0.8083693639471643,34.48962473903972,260.1512320803814,32.87429010319124,335.28,90.0,280.920630711,,,1.0,35.0,0.228,0
1074,seattle,4.0,0.085554,0.000982,0.068058,0.325039,0.014918,0.28097,0.003929,0.09581,0.022852,451.5,0.507341,0.0,0.07044,0.0,0.0,0.07044,1.0,0.0,0.0,6,34.312,29,139.938,47.6678506,-122.3737839,2.0,,2.0,0.0,1.0,,1.0,0.0,1.0,high_confidence,18.666666666666668,20.0,18.0,20.0,17.0,5.116071918022677,9.83222210365464,0.8083693639471643,34.48962473903972,260.1512320803814,32.87429010319124,335.28,90.0,280.920630711,,,1.0,71.0,0.3391,0
1075,seattle,4.0,0.009038,0.0,0.010588,0.425613,0.098866,0.036152,0.0,0.035137,0.170224,241.0,0.54533,0.037822,0.0,0.0,0.0,0.112076,2.0,0.0,0.0,7,46.0,20,111.375,47.6679169,-122.3866217,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,high_confidence,19.666666666666668,20.0,20.0,20.0,19.0,13.87956191615381,21.460896845526783,0.8866873664422381,35.185054942383,356.73393246347086,35.185054942383,213.24,72.67,341.004641711,,,1.0,35.0,0.3893,0
1076,seattle,4.0,0.117474,0.007145,0.064825,0.247094,0.038846,0.223063,0.02858,0.217768,0.125444,284.12,0.508692,0.0,0.0,0.0,0.0,0.10671,1.0,0.0,1.0,8,51.5,20,110.75,47.6679617,-122.3848742,2.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,high_confidence,19.666666666666668,20.0,20.0,20.0,19.0,13.87956191615381,21.460896845526783,0.8866873664422381,35.185054942383,356.73393246347086,35.185054942383,213.24,72.67,341.004641711,,,1.0,44.0,0.4247,1
1077,seattle,4.0,0.023029,0.0,0.112831,0.254841,0.052376,0.072189,0.0,0.24907,0.134804,178.17,0.452962,0.0,0.0,0.782972,0.068916,0.809909,3.0,0.0,0.0,8,31.5,30,140.312,47.6679639,-122.368515,2.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,high_confidence,16.333333333333332,7.0,19.0,18.0,18.0,12.59092974959046,19.19819830922225,0.8428056193654164,29.482380026950818,174.22045686301306,29.482380026950818,301.75,47.33,449.757511908,,,1.0,27.0,0.2014,0
1078,seattle,4.0,0.139907,0.00351,0.086311,0.403386,0.026908,0.546099,0.013739,0.116189,0.038611,390.33,0.659844,0.0,0.013266,0.094572,0.0,0.232088,3.0,0.0,0.0,5,28.812,27,148.5,47.6679744,-122.3760111,2.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.6667,partial,18.166666666666668,14.0,19.0,20.0,18.0,29.16150202355425,42.6402976593261,0.8736085804193424,30.58879125433426,309.6827880883666,30.58879125433426,304.43,72.67,625.007587702,,,1.0,88.0,0.1514,1
1079,seattle,4.0,0.009038,0.0,0.019718,0.422265,0.112208,0.036152,0.0,0.035137,0.177077,241.0,0.563709,0.0,0.0,0.0,0.0,0.188269,1.0,0.0,1.0,8,51.5,20,111.375,47.6679936,-122.3864022,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,high_confidence,19.666666666666668,20.0,20.0,20.0,19.0,13.87956191615381,21.460896845526783,0.8866873664422381,35.185054942383,356.73393246347086,35.185054942383,213.24,72.67,341.004641711,,,1.0,37.0,0.4373,0
108,seattle,4.0,0.002456,0.006395,0.073576,0.307158,0.030571,0.004915,0.01564,0.112717,0.037682,67.5,0.420471,0.0,0.109407,0.0,0.0,0.211383,2.0,0.0,0.0,6,30.0,26,112.188,47.7199279,-122.3460087,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,high_confidence,17.333333333333332,19.0,15.0,19.0,16.0,2.6048812295531687,4.503262581111586,0.7861659348874208,29.024377399075306,176.086950965644,25.9623738804508,473.42,44.0,151.870508125,12.5,22.0,1.0,73.0,0.1082,1
1080,seattle,4.0,0.141969,0.000583,0.084223,0.222005,0.035164,0.494383,0.002331,0.194995,0.049993,440.25,0.483877,0.0,0.0,0.73974,0.0,0.73974,1.0,0.0,0.0,12,53.5,26,117.375,47.6679953,-122.3660449,1.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,high_confidence,16.166666666666664,7.0,16.0,19.0,18.0,7.736923152728417,19.35642635472748,0.8264939607011442,28.045108982139144,207.7689312349356,28.045108982139144,273.59,39.33,355.207653357,8.7,21.5,1.0,38.0,0.2308,0
1081,seattle,4.0,0.163286,0.0,0.033987,0.209971,0.148612,0.239946,0.0,0.038212,0.335026,349.25,0.585971,0.0,0.0,0.022734,0.0,0.022734,1.0,0.0,0.0,8,51.5,22,123.125,47.6681705,-122.3846291,2.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,high_confidence,19.666666666666668,20.0,20.0,20.0,19.0,13.87956191615381,21.460896845526783,0.8866873664422381,35.185054942383,356.73393246347086,35.185054942383,213.24,72.67,341.004641711,,,1.0,52.0,0.3412,0
1082,seattle,4.0,0.007249,0.006145,0.004033,0.368889,0.106672,0.009833,0.024581,0.016133,0.170221,131.0,0.497278,0.016025,0.024556,0.0,0.0,0.040581,2.0,0.0,0.0,5,28.812,27,148.5,47.6681713,-122.3758345,2.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.3333,disagreement,18.166666666666668,14.0,19.0,20.0,18.0,29.16150202355425,42.6402976593261,0.8736085804193424,30.58879125433426,309.6827880883666,30.58879125433426,304.43,72.67,625.007587702,,,1.0,80.0,0.0699,1
1083,seattle,4.0,0.180272,0.001082,0.071828,0.277936,0.077382,0.23667,0.004327,0.096445,0.139383,464.25,0.626022,0.0,0.0,0.0,0.0,0.304674,1.0,0.0,1.0,8,51.5,21,122.875,47.6682982,-122.3843091,2.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.6667,partial,19.666666666666668,20.0,20.0,20.0,19.0,13.87956191615381,21.460896845526783,0.8866873664422381,35.185054942383,356.73393246347086,35.185054942383,213.24,72.67,341.004641711,,,1.0,63.0,0.3557,0
1084,seattle,4.0,0.133321,0.001082,0.029595,0.203982,0.099726,0.189888,0.004327,0.06751,0.200211,321.62,0.48476,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8,51.5,22,123.125,47.6683107,-122.3846282,2.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,0.6667,partial,19.666666666666668,20.0,20.0,20.0,19.0,13.87956191615381,21.460896845526783,0.8866873664422381,35.185054942383,356.73393246347086,35.185054942383,213.24,72.67,341.004641711,,,1.0,57.0,0.3265,0
1085,seattle,4.0,0.207126,0.001882,0.080436,0.130991,0.038716,0.464895,0.004175,0.226369,0.074821,667.83,0.465148,0.0,0.059934,0.0,0.0,0.059934,1.0,0.0,0.0,6,34.312,30,145.438,47.6684403,-122.3732766,2.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.6667,partial,16.333333333333332,7.0,19.0,18.0,18.0,12.59092974959046,19.19819830922225,0.8428056193654164,29.482380026950818,174.22045686301306,29.482380026950818,301.75,47.33,449.757511908,,,1.0,62.0,0.2733,1
